lambda,kappa,Asset,Weight
8.0,0.1,IEF,-1.0077119056847123e-11
8.0,0.1,IWM,1.0229464235846317e-11
8.0,0.1,JNJ,1.2241769790653827e-11
8.0,0.1,JPM,0.004116826650812813
8.0,0.1,KO,1.6393901163202238e-11
8.0,0.1,LQD,-8.850387521807876e-12
8.0,0.1,MA,2.4268831695621922e-11
8.0,0.1,META,0.036343735151940136
8.0,0.1,MSFT,0.06223209469576457
8.0,0.1,MUB,-4.3391043380176414e-12
8.0,0.1,PALL,6.040238821502577e-13
8.0,0.1,PFE,1.1894857394892612e-11
8.0,0.1,PG,9.842219158860458e-11
8.0,0.1,QQQ,9.692717077423797e-11
8.0,0.1,SLV,2.8344973954098172e-11
8.0,0.1,SPY,3.442622993068312e-11
8.0,0.1,TLT,-4.845313455475389e-12
8.0,0.1,TSLA,0.05619882138402998
8.0,0.1,UNG,5.547104200115144e-12
8.0,0.1,USO,1.79601820450981e-10
8.0,0.1,V,2.806141557188729e-11
8.0,0.1,VNQ,-4.801193302202989e-13
8.0,0.1,WEAT,3.5831771153620864e-11
8.0,0.1,WMT,0.22543060149059801
8.0,0.1,XOM,0.08327434259594348
8.0,0.4,AAPL,0.047556461481246
8.0,0.4,AGG,4.101542878696263e-08
8.0,0.4,AMZN,0.012391250525044273
8.0,0.4,BAC,1.8593937531464974e-08
8.0,0.4,BND,3.468606001947604e-08
8.0,0.4,BNDX,5.8282950636464465e-08
8.0,0.4,CORN,0.0533164987379686
8.0,0.4,CSCO,0.005609144442269412
8.0,0.4,DBA,0.19245086328536112
8.0,0.4,DBC,0.043386689908253784
8.0,0.4,DIA,1.4897409940301805e-07
8.0,0.4,DIS,9.359111040828273e-10
8.0,0.4,EEM,5.775063742887796e-09
8.0,0.4,EFA,9.024155753743452e-09
8.0,0.4,EMB,2.466872630018824e-09
8.0,0.4,GLD,0.14353412702092183
8.0,0.4,GOOGL,0.04647127433233773
8.0,0.4,HD,0.020170168385107073
8.0,0.4,HYG,5.707552449753921e-08
8.0,0.4,IEF,2.9775539920904544e-08
8.0,0.4,IWM,1.6014110493729873e-08
8.0,0.4,JNJ,4.053158595881643e-08
8.0,0.4,JPM,0.030294814815026487
8.0,0.4,KO,3.1245080675765035e-08
8.0,0.4,LQD,7.328487777964585e-09
8.0,0.4,MA,9.400729068000523e-08
8.0,0.4,META,0.024917450177163125
8.0,0.4,MSFT,0.06574599811479724
8.0,0.4,MUB,0.034220429449677556
8.0,0.4,PALL,1.6726619612693754e-09
8.0,0.4,PFE,1.4955772267753075e-08
8.0,0.4,PG,0.03855540485095905
8.0,0.4,QQQ,0.03790958788554473
8.0,0.4,SLV,6.97370611491483e-08
8.0,0.4,SPY,0.01568806533735495
8.0,0.4,TLT,1.5329187873502873e-09
8.0,0.4,TSLA,0.021922523313243396
8.0,0.4,UNG,4.6602970761286e-09
8.0,0.4,USO,0.0009038387993127449
8.0,0.4,V,5.146076154208347e-07
8.0,0.4,VNQ,3.374585101823633e-09
8.0,0.4,WEAT,8.671769985476183e-08
8.0,0.4,WMT,0.12683864580660753
8.0,0.4,XOM,0.03811546987800604
8.0,0.7,AAPL,0.027903467604421545
8.0,0.7,AGG,0.04183648076800528
8.0,0.7,AMZN,0.013046542764496674
8.0,0.7,BAC,0.0018023991945172006
8.0,0.7,BND,0.03696471660382777
8.0,0.7,BNDX,0.07260363003494501
8.0,0.7,CORN,0.03735107516152475
8.0,0.7,CSCO,0.011703364236405217
8.0,0.7,DBA,0.10970686644540777
8.0,0.7,DBC,0.03473760418997338
8.0,0.7,DIA,0.01733832574991212
8.0,0.7,DIS,1.2503281507373411e-10
8.0,0.7,EEM,2.084440310500382e-09
8.0,0.7,EFA,7.686736735349272e-09
8.0,0.7,EMB,9.242986287880164e-10
8.0,0.7,GLD,0.07765716148952352
8.0,0.7,GOOGL,0.027936181967826455
8.0,0.7,HD,0.015992219469135784
8.0,0.7,HYG,0.03151525052114163
8.0,0.7,IEF,0.012681124349466505
8.0,0.7,IWM,0.0013483812934569313
8.0,0.7,JNJ,0.009476761360756038
8.0,0.7,JPM,0.018830682572562582
8.0,0.7,KO,0.007035503988195116
8.0,0.7,LQD,3.3364712432528025e-09
8.0,0.7,MA,0.007569056811783142
8.0,0.7,META,0.01475647459331196
8.0,0.7,MSFT,0.039679063326678615
8.0,0.7,MUB,0.11373241281555654
8.0,0.7,PALL,1.2006401891940714e-10
8.0,0.7,PFE,7.228831693987996e-08
8.0,0.7,PG,0.03312307334872561
8.0,0.7,QQQ,0.030471918442410095
8.0,0.7,SLV,0.006425941328343461
8.0,0.7,SPY,0.02688280878206414
8.0,0.7,TLT,1.5788491655526726e-10
8.0,0.7,TSLA,0.011091505753654876
8.0,0.7,UNG,1.0823382163369598e-09
8.0,0.7,USO,0.003256154162710363
8.0,0.7,V,0.011244488625862052
8.0,0.7,VNQ,7.959734587363015e-10
8.0,0.7,WEAT,0.007562317250859807
8.0,0.7,WMT,0.06700690188639291
8.0,0.7,XOM,0.019730054411579205
8.0,1.0,AAPL,0.01984503718422735
8.0,1.0,AGG,0.06971921499173281
8.0,1.0,AMZN,0.010526563849586196
8.0,1.0,BAC,0.004048199883641919
8.0,1.0,BND,0.06680386878208261
8.0,1.0,BNDX,0.10047629765172696
8.0,1.0,CORN,0.028669842209702496
8.0,1.0,CSCO,0.010926517938275976
8.0,1.0,DBA,0.07846448805315805
8.0,1.0,DBC,0.027907593334747332
8.0,1.0,DIA,0.01827640796674753
8.0,1.0,DIS,4.526008452825481e-09
8.0,1.0,EEM,0.0015387969968143663
8.0,1.0,EFA,0.005208068830843261
8.0,1.0,EMB,1.0445161998581122e-07
8.0,1.0,GLD,0.054830832334346734
8.0,1.0,GOOGL,0.020109355831276068
8.0,1.0,HD,0.01294572254326962
8.0,1.0,HYG,0.04208467314732626
8.0,1.0,IEF,0.037517792865550424
8.0,1.0,IWM,0.005492349014335906
8.0,1.0,JNJ,0.013411984678510422
8.0,1.0,JPM,0.014142441919405025
8.0,1.0,KO,0.011139339977507974
8.0,1.0,LQD,0.006718658774300862
8.0,1.0,MA,0.00844263751811384
8.0,1.0,META,0.010393884715360208
8.0,1.0,MSFT,0.028584635043769683
8.0,1.0,MUB,0.11722240352597302
8.0,1.0,PALL,3.5978520255629545e-09
8.0,1.0,PFE,0.002724573608367295
8.0,1.0,PG,0.026936285136849463
8.0,1.0,QQQ,0.023853982445724453
8.0,1.0,SLV,0.006793104982739552
8.0,1.0,SPY,0.023910415403659777
8.0,1.0,TLT,7.853097278419778e-09
8.0,1.0,TSLA,0.007273591542062978
8.0,1.0,UNG,3.2497069508254173e-07
8.0,1.0,USO,0.003375800135255993
8.0,1.0,V,0.01168496569891201
8.0,1.0,VNQ,4.273147550381218e-08
8.0,1.0,WEAT,0.008467854719294227
8.0,1.0,WMT,0.045819984059447295
8.0,1.0,XOM,0.013711344221240884
9.0,0.1,AAPL,0.0418691072608473
9.0,0.1,AGG,-1.4588999218997335e-08
9.0,0.1,AMZN,2.3129696288602156e-08
9.0,0.1,BAC,1.1560373019130726e-08
9.0,0.1,BND,-1.5417745816618046e-08
9.0,0.1,BNDX,-1.9585281427464686e-08
9.0,0.1,CORN,0.00134854701872289
9.0,0.1,CSCO,3.5196201534774285e-08
9.0,0.1,DBA,0.2715583605285215
9.0,0.1,DBC,3.010890449776334e-07
9.0,0.1,DIA,1.5638262655777194e-08
9.0,0.1,DIS,-1.1765710194786537e-09
9.0,0.1,EEM,-5.096073897342195e-10
9.0,0.1,EFA,1.3428629584460074e-09
9.0,0.1,EMB,-6.664642258514679e-09
9.0,0.1,GLD,0.18911709775530836
9.0,0.1,GOOGL,0.05192216113265287
9.0,0.1,HD,1.3148350535546454e-07
9.0,0.1,HYG,-2.673726742020869e-10
9.0,0.1,IEF,-7.743002838417217e-09
9.0,0.1,IWM,6.9926279924770776e-09
9.0,0.1,JNJ,8.241761215013007e-09
9.0,0.1,JPM,0.003402031580984743
9.0,0.1,KO,1.1223226514694323e-08
9.0,0.1,LQD,-7.121177236054133e-09
9.0,0.1,MA,1.6584249966207963e-08
9.0,0.1,META,0.03087961213248831
9.0,0.1,MSFT,0.06153187363052423
9.0,0.1,MUB,4.176758955078737e-10
9.0,0.1,PALL,5.111867412309938e-10
9.0,0.1,PFE,7.9559435736492e-09
9.0,0.1,PG,8.829126677940563e-08
9.0,0.1,QQQ,8.87026000652678e-08
9.0,0.1,SLV,1.6227159895505236e-08
9.0,0.1,SPY,2.451693041425428e-08
9.0,0.1,TLT,-4.0353065076155975e-09
9.0,0.1,TSLA,0.05062920914870768
9.0,0.1,UNG,3.704404733206801e-09
9.0,0.1,USO,1.894357867500251e-07
9.0,0.1,V,1.988648344714597e-08
9.0,0.1,VNQ,-1.0252126141082964e-09
9.0,0.1,WEAT,2.7819259134246635e-08
9.0,0.1,WMT,0.21829788681490278
9.0,0.1,XOM,0.07944316025472496
9.0,0.4,AAPL,0.04353867204506296
9.0,0.4,AGG,1.1162267512399173e-07
9.0,0.4,AMZN,0.010791216197703757
9.0,0.4,BAC,2.5572196400134902e-08
9.0,0.4,BND,9.014553547688996e-08
9.0,0.4,BNDX,2.015395050535171e-07
9.0,0.4,CORN,0.054374956662843824
9.0,0.4,CSCO,0.004911720623347756
9.0,0.4,DBA,0.18770217250405993
9.0,0.4,DBC,0.042036453600328504
9.0,0.4,DIA,1.801008405662257e-07
9.0,0.4,DIS,1.664595867079951e-09
9.0,0.4,EEM,9.35189862255344e-09
9.0,0.4,EFA,1.3680965059568246e-08
9.0,0.4,EMB,5.29993141030552e-09
9.0,0.4,GLD,0.1409873121067469
9.0,0.4,GOOGL,0.043007147539974235
9.0,0.4,HD,0.01771545672479121
9.0,0.4,HYG,1.1700222757940886e-07
9.0,0.4,IEF,7.47135942983166e-08
9.0,0.4,IWM,2.3103954012689346e-08
9.0,0.4,JNJ,7.634748329585541e-08
9.0,0.4,JPM,0.027750025517303968
9.0,0.4,KO,4.7734784184524104e-08
9.0,0.4,LQD,1.4573984628376552e-08
9.0,0.4,MA,1.0417768672505031e-07
9.0,0.4,META,0.022543834990096254
9.0,0.4,MSFT,0.06125965204097377
9.0,0.4,MUB,0.08165593681474936
9.0,0.4,PALL,3.382410584556396e-09
9.0,0.4,PFE,2.5451571336923218e-08
9.0,0.4,PG,0.037436819171812435
9.0,0.4,QQQ,0.03375442650981779
9.0,0.4,SLV,7.1213610307757e-08
9.0,0.4,SPY,0.012028794844241209
9.0,0.4,TLT,4.087333949805966e-09
9.0,0.4,TSLA,0.020069424998717104
9.0,0.4,UNG,7.8130809025024e-09
9.0,0.4,USO,0.0003197041283530114
9.0,0.4,V,3.0917637271801595e-07
9.0,0.4,VNQ,5.423100613345747e-09
9.0,0.4,WEAT,2.615238252122819e-07
9.0,0.4,WMT,0.12179835283249564
9.0,0.4,XOM,0.036316134834482316
9.0,0.7,AAPL,0.025860682822854558
9.0,0.7,AGG,0.04868672061854354
9.0,0.7,AMZN,0.011813817928376885
9.0,0.7,BAC,0.000994721707886244
9.0,0.7,BND,0.04363337542747433
9.0,0.7,BNDX,0.08244165972051713
9.0,0.7,CORN,0.03745646890092122
9.0,0.7,CSCO,0.010890239597730025
9.0,0.7,DBA,0.1069657941069511
9.0,0.7,DBC,0.033846597362317585
9.0,0.7,DIA,0.015433223096231196
9.0,0.7,DIS,1.403495548022948e-09
9.0,0.7,EEM,1.763884303274143e-08
9.0,0.7,EFA,4.375053376897475e-08
9.0,0.7,EMB,9.644658553308564e-09
9.0,0.7,GLD,0.07559655018788791
9.0,0.7,GOOGL,0.026087610173187167
9.0,0.7,HD,0.014477964149090299
9.0,0.7,HYG,0.031434697958379096
9.0,0.7,IEF,0.018387604975099524
9.0,0.7,IWM,0.0002543102286622216
9.0,0.7,JNJ,0.009730611216582743
9.0,0.7,JPM,0.017566841631474636
9.0,0.7,KO,0.006379285376717105
9.0,0.7,LQD,3.3787259503364625e-08
9.0,0.7,MA,0.0063659854174754555
9.0,0.7,META,0.01362688138879965
9.0,0.7,MSFT,0.03713105021029508
9.0,0.7,MUB,0.12033970554273878
9.0,0.7,PALL,1.8349711308429276e-09
9.0,0.7,PFE,2.7860905700566506e-07
9.0,0.7,PG,0.03193409136571515
9.0,0.7,QQQ,0.027868624484156983
9.0,0.7,SLV,0.005440460229843068
9.0,0.7,SPY,0.024279230010161527
9.0,0.7,TLT,2.564905593035118e-09
9.0,0.7,TSLA,0.010318106601857365
9.0,0.7,UNG,1.1230368462940565e-08
9.0,0.7,USO,0.003104307651927599
9.0,0.7,V,0.010013118337331784
9.0,0.7,VNQ,7.016306414995079e-09
9.0,0.7,WEAT,0.008235541891013455
9.0,0.7,WMT,0.06450085209743545
9.0,0.7,XOM,0.018902859669799
9.0,1.0,AAPL,0.01882640388595156
9.0,1.0,AGG,0.07333627015048189
9.0,1.0,AMZN,0.00984494972435471
9.0,1.0,BAC,0.003430806897105295
9.0,1.0,BND,0.07022167593795323
9.0,1.0,BNDX,0.1060519010339581
9.0,1.0,CORN,0.029174894955146274
9.0,1.0,CSCO,0.010417283991319828
9.0,1.0,DBA,0.0780673658663453
9.0,1.0,DBC,0.027656288634762147
9.0,1.0,DIA,0.017005738186780125
9.0,1.0,DIS,1.4086876943649192e-10
9.0,1.0,EEM,0.0006538381787821234
9.0,1.0,EFA,0.003967361299935278
9.0,1.0,EMB,5.238569877382922e-09
9.0,1.0,GLD,0.05448726967011845
9.0,1.0,GOOGL,0.019221961552681847
9.0,1.0,HD,0.012065874074236252
9.0,1.0,HYG,0.041702934829027996
9.0,1.0,IEF,0.04049226070053257
9.0,1.0,IWM,0.004619700916298055
9.0,1.0,JNJ,0.01340114410489684
9.0,1.0,JPM,0.013461486856173056
9.0,1.0,KO,0.010592729496156177
9.0,1.0,LQD,0.006380755315400416
9.0,1.0,MA,0.007622474761740156
9.0,1.0,META,0.009846897473165552
9.0,1.0,MSFT,0.027394928374272914
9.0,1.0,MUB,0.12153466026964417
9.0,1.0,PALL,1.4237890455104316e-10
9.0,1.0,PFE,0.0026515418596047423
9.0,1.0,PG,0.02645277500632928
9.0,1.0,QQQ,0.022437260795259647
9.0,1.0,SLV,0.006207612405295428
9.0,1.0,SPY,0.02235422093504987
9.0,1.0,TLT,2.886913935256312e-10
9.0,1.0,TSLA,0.006913141538666074
9.0,1.0,UNG,2.3839832162625267e-08
9.0,1.0,USO,0.003283019134198471
9.0,1.0,V,0.010860645926914105
9.0,1.0,VNQ,1.3999672762901878e-09
9.0,1.0,WEAT,0.008956089526710075
9.0,1.0,WMT,0.045029628536588845
9.0,1.0,XOM,0.013374175700579477
10.0,0.1,AAPL,0.036756692829809846
10.0,0.1,AGG,-2.548222020720754e-09
10.0,0.1,AMZN,1.2288242940796192e-08
10.0,0.1,BAC,6.081272650987349e-09
10.0,0.1,BND,-3.327005254698032e-09
10.0,0.1,BNDX,-4.766248858430705e-09
10.0,0.1,CORN,0.013127012288000247
10.0,0.1,CSCO,1.868309691458566e-08
10.0,0.1,DBA,0.27547166048981186
10.0,0.1,DBC,1.4406467204491253e-07
10.0,0.1,DIA,8.926855954211485e-09
10.0,0.1,DIS,-3.9183880351841506e-10
10.0,0.1,EEM,2.683642618263316e-10
10.0,0.1,EFA,1.1805624797149153e-09
10.0,0.1,EMB,-2.3074352251882876e-09
10.0,0.1,GLD,0.20232629925341186
10.0,0.1,GOOGL,0.04784824658940098
10.0,0.1,HD,7.152719507873093e-08
10.0,0.1,HYG,3.0595843374858774e-09
10.0,0.1,IEF,-3.1728149103189244e-10
10.0,0.1,IWM,4.0917410744637025e-09
10.0,0.1,JNJ,5.149365563623748e-09
10.0,0.1,JPM,0.0038569516596975778
10.0,0.1,KO,5.857054294768673e-09
10.0,0.1,LQD,-1.894415403921675e-09
10.0,0.1,MA,8.371546503134013e-09
10.0,0.1,META,0.02714948701745217
10.0,0.1,MSFT,0.06117850601069758
10.0,0.1,MUB,1.4612128653337572e-08
10.0,0.1,PALL,4.268839744370631e-10
10.0,0.1,PFE,4.635882117437504e-09
10.0,0.1,PG,4.153332378311807e-08
10.0,0.1,QQQ,4.2924212218259336e-08
10.0,0.1,SLV,6.473713778221937e-09
10.0,0.1,SPY,1.3456062664013385e-08
10.0,0.1,TLT,-1.2829106135943912e-09
10.0,0.1,TSLA,0.04567818233677472
10.0,0.1,UNG,1.701819309368962e-09
10.0,0.1,USO,9.50417802697459e-08
10.0,0.1,V,1.045864989241377e-08
10.0,0.1,VNQ,-1.5850631213643413e-10
10.0,0.1,WEAT,1.4329963378910893e-08
10.0,0.1,WMT,0.2113529696259592
10.0,0.1,XOM,0.07525347333076567
10.0,0.4,AAPL,0.04022712865321675
10.0,0.4,AGG,1.2803750524286764e-07
10.0,0.4,AMZN,0.009435163497387707
10.0,0.4,BAC,1.224595830305304e-08
10.0,0.4,BND,8.898166495677108e-08
10.0,0.4,BNDX,9.10964287803347e-07
10.0,0.4,CORN,0.05525339310192861
10.0,0.4,CSCO,0.004216541896583985
10.0,0.4,DBA,0.18389599792255168
10.0,0.4,DBC,0.04069883442188654
10.0,0.4,DIA,8.123012993135206e-08
10.0,0.4,DIS,3.6929415229002296e-10
10.0,0.4,EEM,4.223817419564014e-09
10.0,0.4,EFA,6.351580129754699e-09
10.0,0.4,EMB,1.8738123339924563e-09
10.0,0.4,GLD,0.13902473482057284
10.0,0.4,GOOGL,0.0401505712012499
10.0,0.4,HD,0.015562239903545551
10.0,0.4,HYG,8.709306794527985e-08
10.0,0.4,IEF,7.015865826383883e-08
10.0,0.4,IWM,1.1303084893739021e-08
10.0,0.4,JNJ,5.0983267886316426e-08
10.0,0.4,JPM,0.02558515107989472
10.0,0.4,KO,2.5033839319080702e-08
10.0,0.4,LQD,7.806830202697117e-09
10.0,0.4,MA,4.428499226349929e-08
10.0,0.4,META,0.020572007611868146
10.0,0.4,MSFT,0.05758064375908628
10.0,0.4,MUB,0.12117207667487652
10.0,0.4,PALL,1.5850503612614508e-09
10.0,0.4,PFE,1.4684508872917267e-08
10.0,0.4,PG,0.036365482176133175
10.0,0.4,QQQ,0.03019092095494339
10.0,0.4,SLV,2.802000152011786e-08
10.0,0.4,SPY,0.008651537017892173
10.0,0.4,TLT,1.6541288251420164e-09
10.0,0.4,TSLA,0.018579184573482017
10.0,0.4,UNG,4.468308517665681e-09
10.0,0.4,USO,3.882574337979303e-06
10.0,0.4,V,1.3763357919953582e-07
10.0,0.4,VNQ,2.0900105926089804e-09
10.0,0.4,WEAT,1.9379538946070187e-06
10.0,0.4,WMT,0.11792984714194531
10.0,0.4,XOM,0.034901001788190666
10.0,0.7,AAPL,0.024124084593902237
10.0,0.7,AGG,0.054339015945035915
10.0,0.7,AMZN,0.010740938405266529
10.0,0.7,BAC,0.00024969976029869947
10.0,0.7,BND,0.049115368903543996
10.0,0.7,BNDX,0.09081065410700821
10.0,0.7,CORN,0.03763133752639883
10.0,0.7,CSCO,0.01017860564557777
10.0,0.7,DBA,0.10479248174166084
10.0,0.7,DBC,0.03312751298912211
10.0,0.7,DIA,0.01372059159386511
10.0,0.7,DIS,9.92478569526211e-10
10.0,0.7,EEM,1.151854150806769e-08
10.0,0.7,EFA,2.3733788800540905e-08
10.0,0.7,EMB,7.112492444089349e-09
10.0,0.7,GLD,0.07393500857018165
10.0,0.7,GOOGL,0.024519155070604544
10.0,0.7,HD,0.01314404403691657
10.0,0.7,HYG,0.031203768251064305
10.0,0.7,IEF,0.02305940897488601
10.0,0.7,IWM,3.9046658555150826e-07
10.0,0.7,JNJ,0.00994470537559469
10.0,0.7,JPM,0.01647594487415333
10.0,0.7,KO,0.00575971616105256
10.0,0.7,LQD,2.5394299612043083e-08
10.0,0.7,MA,0.005292202155592405
10.0,0.7,META,0.012667093998555399
10.0,0.7,MSFT,0.03496927666547479
10.0,0.7,MUB,0.12602052729986263
10.0,0.7,PALL,1.614296839605463e-09
10.0,0.7,PFE,2.3986358064196563e-07
10.0,0.7,PG,0.03095068937021654
10.0,0.7,QQQ,0.025608906880894594
10.0,0.7,SLV,0.004549108243050694
10.0,0.7,SPY,0.021981033746737405
10.0,0.7,TLT,2.2036824179211475e-09
10.0,0.7,TSLA,0.009668665042469677
10.0,0.7,UNG,9.132593964780479e-09
10.0,0.7,USO,0.002969426557094238
10.0,0.7,V,0.008922711455902928
10.0,0.7,VNQ,4.567266301536834e-09
10.0,0.7,WEAT,0.00881435085289941
10.0,0.7,WMT,0.06248586768778145
10.0,0.7,XOM,0.018227380830009392
10.0,1.0,AAPL,0.017917868575830637
10.0,1.0,AGG,0.07652677357135787
10.0,1.0,AMZN,0.009226982674362403
10.0,1.0,BAC,0.0028661789144804285
10.0,1.0,BND,0.07323094069011157
10.0,1.0,BNDX,0.11108867242452365
10.0,1.0,CORN,0.029676004234403117
10.0,1.0,CSCO,0.009962088185864644
10.0,1.0,DBA,0.07779019954518687
10.0,1.0,DBC,0.027462520317871202
10.0,1.0,DIA,0.01584938143661071
10.0,1.0,DIS,7.82433893955282e-09
10.0,1.0,EEM,1.2860649111301358e-05
10.0,1.0,EFA,0.0027895984822837944
10.0,1.0,EMB,2.2513911555258805e-07
10.0,1.0,GLD,0.054207493262935856
10.0,1.0,GOOGL,0.018432142586634268
10.0,1.0,HD,0.011264618590253734
10.0,1.0,HYG,0.04132842921940797
10.0,1.0,IEF,0.043075770608881375
10.0,1.0,IWM,0.0038147380092634323
10.0,1.0,JNJ,0.013405506710273936
10.0,1.0,JPM,0.012860955502035113
10.0,1.0,KO,0.010085869150246743
10.0,1.0,LQD,0.005945580363800892
10.0,1.0,MA,0.006873863066753021
10.0,1.0,META,0.009357325562344263
10.0,1.0,MSFT,0.02633163234330471
10.0,1.0,MUB,0.1254565401908174
10.0,1.0,PALL,1.0178172602987082e-08
10.0,1.0,PFE,0.0025819999653647592
10.0,1.0,PG,0.02603058415070452
10.0,1.0,QQQ,0.021158266582842512
10.0,1.0,SLV,0.005660024783967793
10.0,1.0,SPY,0.020942342964025147
10.0,1.0,TLT,1.89973562877921e-08
10.0,1.0,TSLA,0.006597268158196235
10.0,1.0,UNG,1.3090467423380039e-06
10.0,1.0,USO,0.0032026671707334055
10.0,1.0,V,0.01011391476262045
10.0,1.0,VNQ,5.5691557582913305e-08
10.0,1.0,WEAT,0.009399680618971633
10.0,1.0,WMT,0.04437725972388087
10.0,1.0,XOM,0.0130938287577855
