lambda,kappa,Asset,Weight
4.0,0.7,BAC,0.006885724584002349
4.0,0.7,BND,2.0272545153685285e-07
4.0,0.7,BNDX,8.459850203299098e-07
4.0,0.7,CORN,0.037052385451794075
4.0,0.7,CSCO,0.01683328824119639
4.0,0.7,DBA,0.1288067660959464
4.0,0.7,DBC,0.041174661453382944
4.0,0.7,DIA,0.02902152181499111
4.0,0.7,DIS,4.792595234959631e-11
4.0,0.7,EEM,6.745504710147165e-08
4.0,0.7,EFA,0.001451038155448526
4.0,0.7,EMB,2.590512293947002e-09
4.0,0.7,GLD,0.09019087006881726
4.0,0.7,GOOGL,0.040657159861057154
4.0,0.7,HD,0.025651764239311998
4.0,0.7,HYG,0.024616680387042254
4.0,0.7,IEF,4.9071564680505824e-08
4.0,0.7,IWM,0.007711742231341733
4.0,0.7,JNJ,0.006587753799672273
4.0,0.7,JPM,0.027723772757618368
4.0,0.7,KO,0.009960459311364866
4.0,0.7,LQD,1.7382562685128708e-08
4.0,0.7,MA,0.015179386686617294
4.0,0.7,META,0.022519214382850018
4.0,0.7,MSFT,0.05679632613887342
4.0,0.7,MUB,0.05004698798768121
4.0,0.7,PALL,-4.4607565767483e-09
4.0,0.7,PFE,1.8737097541852793e-07
4.0,0.7,PG,0.04048334301129808
4.0,0.7,QQQ,0.04762614410457937
4.0,0.7,SLV,0.0122643676293664
4.0,0.7,SPY,0.04353716365503212
4.0,0.7,TLT,-9.339667406646902e-09
4.0,0.7,TSLA,0.01684752911849431
4.0,0.7,UNG,8.772550263686787e-09
4.0,0.7,USO,0.004397973056327586
4.0,0.7,V,0.01903507682906284
4.0,0.7,VNQ,2.9393686403685938e-08
4.0,0.7,WEAT,0.002072233672011557
4.0,0.7,WMT,0.0855108751562089
4.0,0.7,XOM,0.026176502876084307
4.0,1.0,AAPL,0.025934582746788004
4.0,1.0,AGG,0.047601519738219134
4.0,1.0,AMZN,0.014409753822326274
4.0,1.0,BAC,0.007432271264450651
4.0,1.0,BND,0.04578431354505255
4.0,1.0,BNDX,0.06855170204382452
4.0,1.0,CORN,0.02673780833311301
4.0,1.0,CSCO,0.013900589651621643
4.0,1.0,DBA,0.08260786563894246
4.0,1.0,DBC,0.03006890132023392
4.0,1.0,DIA,0.025368921795990804
4.0,1.0,DIS,3.0289584743938695e-09
4.0,1.0,EEM,0.0055006905171138655
4.0,1.0,EFA,0.01127663636781925
4.0,1.0,EMB,2.110030671260218e-06
4.0,1.0,GLD,0.057635480597079916
4.0,1.0,GOOGL,0.02546780512595952
4.0,1.0,HD,0.017870406185561665
4.0,1.0,HYG,0.043709730620716876
4.0,1.0,IEF,0.018611078907864807
4.0,1.0,IWM,0.010144368361594915
4.0,1.0,JNJ,0.013651483572502045
4.0,1.0,JPM,0.018308859076558846
4.0,1.0,KO,0.014016336795447016
4.0,1.0,LQD,0.006254129603992629
4.0,1.0,MA,0.012979265453564268
4.0,1.0,META,0.013653746909993002
4.0,1.0,MSFT,0.03569798361257585
4.0,1.0,MUB,0.09315998162843306
4.0,1.0,PALL,-5.182812161105987e-11
4.0,1.0,PFE,0.003017752964860047
4.0,1.0,PG,0.03004517906292026
4.0,1.0,QQQ,0.03202585981238327
4.0,1.0,SLV,0.009868520863154179
4.0,1.0,SPY,0.03272422462235101
4.0,1.0,TLT,6.578193020485991e-11
4.0,1.0,TSLA,0.009534289431574548
4.0,1.0,UNG,1.1313549769289032e-08
4.0,1.0,USO,0.003983301384797647
4.0,1.0,V,0.016337200805443333
4.0,1.0,VNQ,0.0026446293991657524
4.0,1.0,WEAT,0.005772295102477926
4.0,1.0,WMT,0.05159761568100704
4.0,1.0,XOM,0.016110792535194852
5.0,0.1,AAPL,0.0771559607222052
5.0,0.1,AGG,-6.094614224467189e-09
5.0,0.1,AMZN,8.938736101283935e-09
5.0,0.1,BAC,4.152267739443769e-09
5.0,0.1,BND,-6.125301300397892e-09
5.0,0.1,BNDX,-7.387282319586205e-09
5.0,0.1,CORN,2.252907633727823e-08
5.0,0.1,CSCO,7.427866360334836e-09
5.0,0.1,DBA,0.17674980752600458
5.0,0.1,DBC,2.7737532887164958e-08
5.0,0.1,DIA,4.305473257911607e-09
5.0,0.1,DIS,7.412760418609816e-11
5.0,0.1,EEM,-6.980705886880902e-11
5.0,0.1,EFA,7.202376226741669e-10
5.0,0.1,EMB,-1.99615844949256e-09
5.0,0.1,GLD,0.08168750484698761
5.0,0.1,GOOGL,0.07719884495676278
5.0,0.1,HD,1.860707237259195e-08
5.0,0.1,HYG,-1.67755727833608e-09
5.0,0.1,IEF,-4.351360378112643e-09
5.0,0.1,IWM,2.1376424418714277e-09
5.0,0.1,JNJ,1.4883814653320832e-09
5.0,0.1,JPM,0.005934100087432708
5.0,0.1,KO,3.1476009153195624e-09
5.0,0.1,LQD,-2.6442861052563905e-09
5.0,0.1,MA,5.910218333657518e-09
5.0,0.1,META,0.06324560023390635
5.0,0.1,MSFT,0.06724814608985098
5.0,0.1,MUB,-5.44438732439052e-09
5.0,0.1,PALL,-1.0895299683751151e-10
5.0,0.1,PFE,1.862842195105622e-09
5.0,0.1,PG,1.5104947165961996e-08
5.0,0.1,QQQ,2.0369408532303274e-08
5.0,0.1,SLV,1.1515988684211897e-08
5.0,0.1,SPY,7.4129335210637145e-09
5.0,0.1,TLT,-1.672035957136071e-09
5.0,0.1,TSLA,0.08544733154973115
5.0,0.1,UNG,9.349662407213728e-10
5.0,0.1,USO,2.4150478690045818e-08
5.0,0.1,V,6.0123074920669085e-09
5.0,0.1,VNQ,1.2874776205502044e-10
5.0,0.1,WEAT,4.010386915998986e-09
5.0,0.1,WMT,0.2626594918968159
5.0,0.1,XOM,0.10267305047079554
5.0,0.4,AAPL,0.0595803559399228
5.0,0.4,AGG,-9.646581575251488e-09
5.0,0.4,AMZN,0.018282159870066976
5.0,0.4,BAC,8.093459694070796e-08
5.0,0.4,BND,-1.0418735489210331e-08
5.0,0.4,BNDX,-1.270954390858374e-08
5.0,0.4,CORN,0.03641061790305527
5.0,0.4,CSCO,0.005835678100457437
5.0,0.4,DBA,0.17512830426877088
5.0,0.4,DBC,0.039722033442386215
5.0,0.4,DIA,4.212396068499124e-05
5.0,0.4,DIS,1.655185415904476e-09
5.0,0.4,EEM,7.676014412873389e-09
5.0,0.4,EFA,1.7538256966488512e-08
5.0,0.4,EMB,-3.541910639930674e-09
5.0,0.4,GLD,0.11888040105837067
5.0,0.4,GOOGL,0.05509253819966685
5.0,0.4,HD,0.02465245140826965
5.0,0.4,HYG,2.487456504642691e-08
5.0,0.4,IEF,-7.112047971693106e-09
5.0,0.4,IWM,4.303294283345734e-08
5.0,0.4,JNJ,3.647052213250863e-08
5.0,0.4,JPM,0.03561102500233897
5.0,0.4,KO,5.4606582783129195e-08
5.0,0.4,LQD,-3.3524611401346157e-09
5.0,0.4,MA,0.0029874351539118504
5.0,0.4,META,0.03199817089539083
5.0,0.4,MSFT,0.07506854060689046
5.0,0.4,MUB,1.3614437070322762e-08
5.0,0.4,PALL,-4.5742160649334827e-10
5.0,0.4,PFE,1.8763367845113837e-08
5.0,0.4,PG,0.03270950477130764
5.0,0.4,QQQ,0.049738522750177525
5.0,0.4,SLV,0.0036700068342632327
5.0,0.4,SPY,0.02725733969181866
5.0,0.4,TLT,-5.810120512759413e-09
5.0,0.4,TSLA,0.028410072382831175
5.0,0.4,UNG,7.622994133754428e-09
5.0,0.4,USO,0.0018875129048974695
5.0,0.4,V,0.0037585097087324986
5.0,0.4,VNQ,6.142685220841133e-09
5.0,0.4,WEAT,4.3399402440856634e-08
5.0,0.4,WMT,0.13165759336596347
5.0,0.4,XOM,0.04161879751031263
5.0,0.7,AAPL,0.037696363117018246
5.0,0.7,AGG,0.004982953762237303
5.0,0.7,AMZN,0.018628208199629376
5.0,0.7,BAC,0.005184184190953506
5.0,0.7,BND,0.0009161420117739675
5.0,0.7,BNDX,0.02327711163080675
5.0,0.7,CORN,0.037927832498657
5.0,0.7,CSCO,0.015375306265028331
5.0,0.7,DBA,0.12468275668411577
5.0,0.7,DBC,0.03957962523003691
5.0,0.7,DIA,0.0255499357718439
5.0,0.7,DIS,2.370229388873285e-09
5.0,0.7,EEM,3.571638634868114e-08
5.0,0.7,EFA,8.206697122803053e-06
5.0,0.7,EMB,9.601515172768374e-09
5.0,0.7,GLD,0.08820668203048394
5.0,0.7,GOOGL,0.03682330303270583
5.0,0.7,HD,0.02279053665080899
5.0,0.7,HYG,0.029792879911167705
5.0,0.7,IEF,1.1274719987706118e-07
5.0,0.7,IWM,0.0057080440159026765
5.0,0.7,JNJ,0.00810588183243336
5.0,0.7,JPM,0.024991429545236137
5.0,0.7,KO,0.009369240409375831
5.0,0.7,LQD,2.640058711682361e-08
5.0,0.7,MA,0.012748827117900293
5.0,0.7,META,0.02012659853181547
5.0,0.7,MSFT,0.05178814784133521
5.0,0.7,MUB,0.08100870882570009
5.0,0.7,PALL,-1.6246609863735626e-11
5.0,0.7,PFE,9.723027850358752e-08
5.0,0.7,PG,0.03884044998439781
5.0,0.7,QQQ,0.04242860629472029
5.0,0.7,SLV,0.010477055840760112
5.0,0.7,SPY,0.03850038390370825
5.0,0.7,TLT,-6.700106540009579e-10
5.0,0.7,TSLA,0.014967943813053127
5.0,0.7,UNG,8.913678262662407e-09
5.0,0.7,USO,0.0040036639035845745
5.0,0.7,V,0.016636259502747674
5.0,0.7,VNQ,1.6739032919661273e-08
5.0,0.7,WEAT,0.004352660067254645
5.0,0.7,WMT,0.08031809932657125
5.0,0.7,XOM,0.024205661708320392
5.0,1.0,AAPL,0.023956954361240325
5.0,1.0,AGG,0.05487568909038704
5.0,1.0,AMZN,0.013178933330599527
5.0,1.0,BAC,0.006384984005272893
5.0,1.0,BND,0.052718813955712464
5.0,1.0,BNDX,0.07872485363311613
5.0,1.0,CORN,0.02718944114653765
5.0,1.0,CSCO,0.012948639045185204
5.0,1.0,DBA,0.0809706494475702
5.0,1.0,DBC,0.02926340609897248
5.0,1.0,DIA,0.023149409876507498
5.0,1.0,DIS,6.8937864918295e-10
5.0,1.0,EEM,0.004422434182406811
5.0,1.0,EFA,0.009517947021878121
5.0,1.0,EMB,2.7413399550617166e-07
5.0,1.0,GLD,0.05659675726608741
5.0,1.0,GOOGL,0.023719733705790336
5.0,1.0,HD,0.016324388403697158
5.0,1.0,HYG,0.04329734928625793
5.0,1.0,IEF,0.024926499543950854
5.0,1.0,IWM,0.00872657577367877
5.0,1.0,JNJ,0.013554415981329742
5.0,1.0,JPM,0.016945665392447823
5.0,1.0,KO,0.013144805274348529
5.0,1.0,LQD,0.0067952175708643064
5.0,1.0,MA,0.011565822406589219
5.0,1.0,META,0.012597284106901545
5.0,1.0,MSFT,0.03338555674904898
5.0,1.0,MUB,0.10072558089455022
5.0,1.0,PALL,2.5922297685352904e-11
5.0,1.0,PFE,0.0029485739363271516
5.0,1.0,PG,0.029000004708938616
5.0,1.0,QQQ,0.029419969330060393
5.0,1.0,SLV,0.008933501632641928
5.0,1.0,SPY,0.02994159552406535
5.0,1.0,TLT,1.8345591056555435e-10
5.0,1.0,TSLA,0.008784101969097307
5.0,1.0,UNG,5.911387804105455e-09
5.0,1.0,USO,0.0037782149560724896
5.0,1.0,V,0.01487276384352962
5.0,1.0,VNQ,0.0012790665329609245
5.0,1.0,WEAT,0.006607293484036899
5.0,1.0,WMT,0.04955284387564348
5.0,1.0,XOM,0.015273981657326978
6.0,0.1,AAPL,0.06479857464841325
6.0,0.1,AGG,-2.5045306130933902e-09
6.0,0.1,AMZN,5.838994861989106e-09
6.0,0.1,BAC,2.5577081922211986e-09
6.0,0.1,BND,-2.5414290677701636e-09
6.0,0.1,BNDX,-3.2188369110676537e-09
6.0,0.1,CORN,1.860415541861915e-08
6.0,0.1,CSCO,4.942069283020965e-09
6.0,0.1,DBA,0.21145359298416416
6.0,0.1,DBC,1.5453367711254023e-08
6.0,0.1,DIA,3.0110622571290905e-09
6.0,0.1,DIS,2.779870533916454e-10
6.0,0.1,EEM,4.5077180904264404e-10
6.0,0.1,EFA,8.737757360882744e-10
6.0,0.1,EMB,-6.208672201923119e-10
6.0,0.1,GLD,0.12066889223212655
6.0,0.1,GOOGL,0.06822689663282323
6.0,0.1,HD,1.0191624651121602e-08
6.0,0.1,HYG,-4.156329227108999e-11
6.0,0.1,IEF,-1.6337915177508127e-09
6.0,0.1,IWM,1.6686238896379924e-09
6.0,0.1,JNJ,1.653177575346331e-09
6.0,0.1,JPM,0.005667763196499755
6.0,0.1,KO,2.379804562575478e-09
6.0,0.1,LQD,-8.374048129432613e-10
6.0,0.1,MA,3.6080325437393268e-09
6.0,0.1,META,0.05170824916449687
6.0,0.1,MSFT,0.06500378813206227
6.0,0.1,MUB,-1.8131450852656873e-09
6.0,0.1,PALL,2.9635120479775336e-10
6.0,0.1,PFE,1.719001720884741e-09
6.0,0.1,PG,9.933882352759017e-09
6.0,0.1,QQQ,1.1090735537551892e-08
6.0,0.1,SLV,5.340453012458866e-09
6.0,0.1,SPY,4.704998763668705e-09
6.0,0.1,TLT,-5.253808042302846e-10
6.0,0.1,TSLA,0.07244618945517094
6.0,0.1,UNG,8.933566310965186e-10
6.0,0.1,USO,1.0628202665382107e-08
6.0,0.1,V,3.855382408415415e-09
6.0,0.1,VNQ,4.3367881009723164e-10
6.0,0.1,WEAT,3.4755885728355628e-09
6.0,0.1,WMT,0.2459994680018621
6.0,0.1,XOM,0.0940264751323031
6.0,0.4,AAPL,0.055433764761321336
6.0,0.4,AGG,1.5938475030603935e-08
6.0,0.4,AMZN,0.016041935819390053
6.0,0.4,BAC,7.728108977088631e-08
6.0,0.4,BND,1.3189841871782094e-08
6.0,0.4,BNDX,1.687503207302744e-08
6.0,0.4,CORN,0.04400179910512019
6.0,0.4,CSCO,0.0059798415892457915
6.0,0.4,DBA,0.1851355399719624
6.0,0.4,DBC,0.042231599890831445
6.0,0.4,DIA,1.31719164457621e-06
6.0,0.4,DIS,3.0793756069638553e-09
6.0,0.4,EEM,1.422514495392378e-08
6.0,0.4,EFA,2.597610925408571e-08
6.0,0.4,EMB,1.7675344100981934e-09
6.0,0.4,GLD,0.13129137713649627
6.0,0.4,GOOGL,0.05230631595032817
6.0,0.4,HD,0.023395875933175964
6.0,0.4,HYG,6.439754988748685e-08
6.0,0.4,IEF,1.3589992662114975e-08
6.0,0.4,IWM,5.277517227463073e-08
6.0,0.4,JNJ,6.812230490837056e-08
6.0,0.4,JPM,0.034061841735600465
6.0,0.4,KO,8.187877350179963e-08
6.0,0.4,LQD,6.3611102027733036e-09
6.0,0.4,MA,0.0003545332056375683
6.0,0.4,META,0.029555929751335024
6.0,0.4,MSFT,0.07223995926956898
6.0,0.4,MUB,1.0065710218162121e-07
6.0,0.4,PALL,2.185452436959247e-09
6.0,0.4,PFE,3.1646706775978104e-08
6.0,0.4,PG,0.03607208765259446
6.0,0.4,QQQ,0.04565263129419018
6.0,0.4,SLV,0.001089576943948215
6.0,0.4,SPY,0.02331074817503918
6.0,0.4,TLT,-1.808051162110025e-09
6.0,0.4,TSLA,0.026041182379460365
6.0,0.4,UNG,1.1468250451352659e-08
6.0,0.4,USO,0.001732458300579162
6.0,0.4,V,0.0020930910046864978
6.0,0.4,VNQ,9.938517112415831e-09
6.0,0.4,WEAT,9.183911710273663e-08
6.0,0.4,WMT,0.13125396105105328
6.0,0.4,XOM,0.04072192942656472
6.0,0.7,AAPL,0.03357640687988052
6.0,0.7,AGG,0.02169645538590257
6.0,0.7,AMZN,0.016333244552436038
6.0,0.7,BAC,0.003820471186001639
6.0,0.7,BND,0.01727084402170038
6.0,0.7,BNDX,0.04507944576450965
6.0,0.7,CORN,0.03756583036639944
6.0,0.7,CSCO,0.01387495172753437
6.0,0.7,DBA,0.11819703111461706
6.0,0.7,DBC,0.03746992423822384
6.0,0.7,DIA,0.022233566966928887
6.0,0.7,DIS,4.976068219349498e-10
6.0,0.7,EEM,7.166619668606045e-09
6.0,0.7,EFA,2.086082872169415e-07
6.0,0.7,EMB,2.454272512803418e-09
6.0,0.7,GLD,0.08377353212666155
6.0,0.7,GOOGL,0.03308487263306899
6.0,0.7,HD,0.020000465535549582
6.0,0.7,HYG,0.030990442086816932
6.0,0.7,IEF,6.900851634369681e-07
6.0,0.7,IWM,0.004000322671195345
6.0,0.7,JNJ,0.008748302825655432
6.0,0.7,JPM,0.022380949050316113
6.0,0.7,KO,0.00851882163410136
6.0,0.7,LQD,7.317360314573181e-09
6.0,0.7,MA,0.010649735489827962
6.0,0.7,META,0.01787180656350493
6.0,0.7,MSFT,0.04672718548005445
6.0,0.7,MUB,0.09560979663278958
6.0,0.7,PALL,1.378406759379488e-10
6.0,0.7,PFE,4.8048806821867764e-08
6.0,0.7,PG,0.03646885189234163
6.0,0.7,QQQ,0.03748092954215106
6.0,0.7,SLV,0.008864926386731219
6.0,0.7,SPY,0.03374050595280043
6.0,0.7,TLT,1.0114011198056863e-10
6.0,0.7,TSLA,0.013306609481107219
6.0,0.7,UNG,2.338855791349068e-09
6.0,0.7,USO,0.003679041142032103
6.0,0.7,V,0.014444301419086137
6.0,0.7,VNQ,3.1932883955387016e-09
6.0,0.7,WEAT,0.005732315739894883
6.0,0.7,WMT,0.07456276255232452
6.0,0.7,XOM,0.022244380883566384
6.0,1.0,AAPL,0.02236615397886853
6.0,1.0,AGG,0.06072833071206021
6.0,1.0,AMZN,0.012167979115479371
6.0,1.0,BAC,0.005507385156109219
6.0,1.0,BND,0.05828410129722941
6.0,1.0,BNDX,0.08710890631967075
6.0,1.0,CORN,0.027681780421950224
6.0,1.0,CSCO,0.012174290942669908
6.0,1.0,DBA,0.07986937960367975
6.0,1.0,DBC,0.028690622081637616
6.0,1.0,DIA,0.021309891847454097
6.0,1.0,DIS,9.910082978635816e-09
6.0,1.0,EEM,0.003417739702863226
6.0,1.0,EFA,0.007963559290936107
6.0,1.0,EMB,1.065529206162989e-06
6.0,1.0,GLD,0.05586404345170289
6.0,1.0,GOOGL,0.022319365401186654
6.0,1.0,HD,0.015047884754812111
6.0,1.0,HYG,0.042907760147994446
6.0,1.0,IEF,0.02993723569965083
6.0,1.0,IWM,0.007524857164074493
6.0,1.0,JNJ,0.013493526256813266
6.0,1.0,JPM,0.015856151896586398
6.0,1.0,KO,0.012406425861123045
6.0,1.0,LQD,0.006987986812714527
6.0,1.0,MA,0.010387761399876348
6.0,1.0,META,0.011745645112953392
6.0,1.0,MSFT,0.03152898604791012
6.0,1.0,MUB,0.10704993502880183
6.0,1.0,PALL,2.6405219786208004e-09
6.0,1.0,PFE,0.0028767685280728715
6.0,1.0,PG,0.028188312733331066
6.0,1.0,QQQ,0.027291823290221232
6.0,1.0,SLV,0.008138352994429459
6.0,1.0,SPY,0.027651760456833117
6.0,1.0,TLT,7.972785678672567e-09
6.0,1.0,TSLA,0.00819079160807608
6.0,1.0,UNG,1.1345831851161849e-07
6.0,1.0,USO,0.0036189363443282154
6.0,1.0,V,0.013663390830929946
6.0,1.0,VNQ,6.934636502502217e-05
6.0,1.0,WEAT,0.007313162879813356
6.0,1.0,WMT,0.04802826511526973
6.0,1.0,XOM,0.014640203371371355
7.0,0.1,AAPL,0.05541970639777992
7.0,0.1,AGG,-6.089754306471269e-09
7.0,0.1,AMZN,1.3353646053151931e-08
7.0,0.1,BAC,5.755576194853885e-09
7.0,0.1,BND,-6.243685316283811e-09
7.0,0.1,BNDX,-7.9222847750673e-09
7.0,0.1,CORN,6.916952651614866e-08
7.0,0.1,CSCO,1.225983930612445e-08
7.0,0.1,DBA,0.23694650048640747
7.0,0.1,DBC,4.1213324103792754e-08
7.0,0.1,DIA,7.0327721381169774e-09
7.0,0.1,DIS,3.4991975457360376e-10
7.0,0.1,EEM,7.547582131929706e-10
7.0,0.1,EFA,1.7090484477052723e-09
7.0,0.1,EMB,-1.8844911865683503e-09
7.0,0.1,GLD,0.1492959054999072
7.0,0.1,GOOGL,0.06153333353376649
7.0,0.1,HD,2.591459388358785e-08
7.0,0.1,HYG,6.095524035079924e-12
7.0,0.1,IEF,-3.828768918103745e-09
7.0,0.1,IWM,3.777081895251439e-09
7.0,0.1,JNJ,4.126317459390062e-09
7.0,0.1,JPM,0.004953645563048184
7.0,0.1,KO,5.493828454543137e-09
7.0,0.1,LQD,-2.2683866499217438e-09
7.0,0.1,MA,8.091579286106789e-09
7.0,0.1,META,0.04312148325702494
7.0,0.1,MSFT,0.0633617300418351
7.0,0.1,MUB,-3.5322065778347454e-09
7.0,0.1,PALL,6.003378669252418e-10
7.0,0.1,PFE,4.238602477428938e-09
7.0,0.1,PG,2.5559264946909754e-08
7.0,0.1,QQQ,2.6429458169460014e-08
7.0,0.1,SLV,1.0581244689219885e-08
7.0,0.1,SPY,1.0911267722912493e-08
7.0,0.1,TLT,-1.4763719920509028e-09
7.0,0.1,TSLA,0.0631908009518911
7.0,0.1,UNG,2.1283501714865024e-09
7.0,0.1,USO,2.6840996040525723e-08
7.0,0.1,V,8.946683622771034e-09
7.0,0.1,VNQ,6.543088699090688e-10
7.0,0.1,WEAT,9.38756855803452e-09
7.0,0.1,WMT,0.2342637529919686
7.0,0.1,XOM,0.08791284886160218
7.0,0.4,AAPL,0.05180497485123697
7.0,0.4,AGG,2.529143131044063e-08
7.0,0.4,AMZN,0.014161990226711779
7.0,0.4,BAC,3.0479431634278295e-08
7.0,0.4,BND,2.155221452663701e-08
7.0,0.4,BNDX,3.152364682181108e-08
7.0,0.4,CORN,0.050360230151286024
7.0,0.4,CSCO,0.006027935791520841
7.0,0.4,DBA,0.19329728677813168
7.0,0.4,DBC,0.04385610924696639
7.0,0.4,DIA,3.8168375874609477e-07
7.0,0.4,DIS,9.164908178499459e-10
7.0,0.4,EEM,6.947881702880888e-09
7.0,0.4,EFA,1.2254823473288235e-08
7.0,0.4,EMB,1.009367581316652e-09
7.0,0.4,GLD,0.1418421322192227
7.0,0.4,GOOGL,0.04988295768856674
7.0,0.4,HD,0.02226909089029302
7.0,0.4,HYG,5.302638503544429e-08
7.0,0.4,IEF,1.9532205582606643e-08
7.0,0.4,IWM,2.3889844945177167e-08
7.0,0.4,JNJ,4.482293602099922e-08
7.0,0.4,JPM,0.032646797246907014
7.0,0.4,KO,4.320364592346313e-08
7.0,0.4,LQD,5.476043437737001e-09
7.0,0.4,MA,3.6403939305531707e-07
7.0,0.4,META,0.02741048534145118
7.0,0.4,MSFT,0.06986030592416193
7.0,0.4,MUB,2.7666175795133305e-07
7.0,0.4,PALL,1.2307576665991552e-09
7.0,0.4,PFE,1.817487384606258e-08
7.0,0.4,PG,0.038507705573535764
7.0,0.4,QQQ,0.042103435972779546
7.0,0.4,SLV,3.247753604735112e-07
7.0,0.4,SPY,0.019532240530548427
7.0,0.4,TLT,-3.932827726604819e-10
7.0,0.4,TSLA,0.024017807765906528
7.0,0.4,UNG,5.907665774604521e-09
7.0,0.4,USO,0.0014221035705569017
7.0,0.4,V,0.0002839112555302693
7.0,0.4,VNQ,4.14221272817811e-09
7.0,0.4,WEAT,7.566850582987701e-08
7.0,0.4,WMT,0.13087298000644926
7.0,0.4,XOM,0.039837746842203106
7.0,0.7,AAPL,0.03041819236441759
7.0,0.7,AGG,0.033297655304167825
7.0,0.7,AMZN,0.014524502446843805
7.0,0.7,BAC,0.002723856747331326
7.0,0.7,BND,0.028622340391591637
7.0,0.7,BNDX,0.060690097930298954
7.0,0.7,CORN,0.03738605967226785
7.0,0.7,CSCO,0.012681740122865345
7.0,0.7,DBA,0.11337288408398051
7.0,0.7,DBC,0.03591338274565035
7.0,0.7,DIA,0.019564828307743882
7.0,0.7,DIS,5.206105485513574e-11
7.0,0.7,EEM,8.768789292030724e-10
7.0,0.7,EFA,5.036523426834236e-09
7.0,0.7,EMB,3.3886073692257875e-10
7.0,0.7,GLD,0.08035052837668148
7.0,0.7,GOOGL,0.030217555658313362
7.0,0.7,HD,0.017798127523282897
7.0,0.7,HYG,0.03144617113343177
7.0,0.7,IEF,0.005471875382869827
7.0,0.7,IWM,0.0025786313074606985
7.0,0.7,JNJ,0.009171832763643865
7.0,0.7,JPM,0.020396825511205148
7.0,0.7,KO,0.007745204753390671
7.0,0.7,LQD,1.1504745713630426e-09
7.0,0.7,MA,0.00896918610101419
7.0,0.7,META,0.016139447261613444
7.0,0.7,MSFT,0.04281378163955898
7.0,0.7,MUB,0.10591216097539803
7.0,0.7,PALL,3.232594251811947e-11
7.0,0.7,PFE,1.9430261240946168e-08
7.0,0.7,PG,0.03461149617991718
7.0,0.7,QQQ,0.03361227731014666
7.0,0.7,SLV,0.0075472167144792724
7.0,0.7,SPY,0.02997548336230776
7.0,0.7,TLT,4.1054552603153007e-11
7.0,0.7,TSLA,0.012061455898657689
7.0,0.7,UNG,3.528635182321518e-10
7.0,0.7,USO,0.003439985044716823
7.0,0.7,V,0.012693938289364092
7.0,0.7,VNQ,3.4321256392017304e-10
7.0,0.7,WEAT,0.006757298690958589
7.0,0.7,WMT,0.07028249527729581
7.0,0.7,XOM,0.02081145727838847
7.0,1.0,AAPL,0.021009881005400174
7.0,1.0,AGG,0.06557467817582566
7.0,1.0,AMZN,0.011292297394656675
7.0,1.0,BAC,0.004733999890142995
7.0,1.0,BND,0.06288079503086226
7.0,1.0,BNDX,0.09423483255273583
7.0,1.0,CORN,0.028170615087656385
7.0,1.0,CSCO,0.011505379816195068
7.0,1.0,DBA,0.07904402318239738
7.0,1.0,DBC,0.02824345024355986
7.0,1.0,DIA,0.01969670023784845
7.0,1.0,DIS,1.1777240088365633e-09
7.0,1.0,EEM,0.0024565506284242034
7.0,1.0,EFA,0.006532309169171083
7.0,1.0,EMB,9.990064501567692e-08
7.0,1.0,GLD,0.05527778617856672
7.0,1.0,GOOGL,0.021128306282435564
7.0,1.0,HD,0.013929462571320427
7.0,1.0,HYG,0.04248676514019911
7.0,1.0,IEF,0.034051638683244546
7.0,1.0,IWM,0.006452684987187537
7.0,1.0,JNJ,0.013441912604319097
7.0,1.0,JPM,0.014930312689819474
7.0,1.0,KO,0.011739011215662827
7.0,1.0,LQD,0.00693521067201177
7.0,1.0,MA,0.009355310085081555
7.0,1.0,META,0.01101884980408022
7.0,1.0,MSFT,0.02994479424922051
7.0,1.0,MUB,0.11244577826234088
7.0,1.0,PALL,6.057265415712512e-10
7.0,1.0,PFE,0.0027999075813104697
7.0,1.0,PG,0.027505699295835594
7.0,1.0,QQQ,0.025453622885426283
7.0,1.0,SLV,0.00743099829311077
7.0,1.0,SPY,0.025657348713287727
7.0,1.0,TLT,1.507749259678152e-09
7.0,1.0,TSLA,0.007693379551769951
7.0,1.0,UNG,6.292491421426765e-08
7.0,1.0,USO,0.003486009993045718
7.0,1.0,V,0.012609405290983268
7.0,1.0,VNQ,6.602340300861762e-08
7.0,1.0,WEAT,0.007925148805697214
7.0,1.0,WMT,0.04679928623078926
7.0,1.0,XOM,0.014125625350091387
8.0,0.1,AAPL,0.04796925487102065
8.0,0.1,AGG,-1.8865957098913793e-11
8.0,0.1,AMZN,3.8244060091197683e-11
8.0,0.1,BAC,1.6909717697173115e-11
8.0,0.1,BND,-1.9882137902355083e-11
8.0,0.1,BNDX,-2.5571050690027033e-11
8.0,0.1,CORN,2.141794344468445e-09
8.0,0.1,CSCO,4.334132370775637e-11
8.0,0.1,DBA,0.2566985097220188
8.0,0.1,DBC,2.553670401263143e-10
8.0,0.1,DIA,2.1924883164398436e-11
8.0,0.1,DIS,-1.072528283827389e-12
8.0,0.1,EEM,-9.156501204966359e-14
8.0,0.1,EFA,2.9094537158950893e-12
8.0,0.1,EMB,-8.462012672462971e-12
8.0,0.1,GLD,0.17146761593085874
8.0,0.1,GOOGL,0.056268194453204516
8.0,0.1,HD,1.167664071471957e-10
8.0,0.1,HYG,-2.0946731644786942e-13
